22252 22275 22214 22268 22268 527540000
22297 22355 22283 22331 22331 302740000
22349 22386 22340 22370 22370 295570000
22351 22413 22314 22412 22412 334560000
22414 22419 22356 22359 22359 287390000
22334 22364 22299 22349 22349 297140000
22320 22359 22219 22296 22296 332430000
22322 22369 22279 22284 22284 285990000
22330 22371 22254 22340 22340 342900000
22306 22394 22288 22381 22381 263010000
22358 22405 22332 22405 22405 274790000
22423 22559 22416 22557 22557 268530000
22564 22646 22562 22641 22641 238830000
22645 22685 22632 22661 22661 235730000
22669 22777 22655 22775 22775 246400000
22762 22773 22730 22773 22773 221450000
22779 22803 22739 22761 22761 310770000
22784 22850 22770 22830 22830 319270000
22827 22872 22821 22872 22872 316000000
22854 22884 22821 22841 22841 291790000
22876 22905 22855 22871 22871 259560000
22892 22960 22887 22956 22956 247180000
22952 23002 22948 22997 22997 273090000
23087 23172 23086 23157 23157 271870000
23107 23167 23052 23163 23163 350400000
23205 23328 23201 23328 23328 474380000
23348 23368 23273 23273 23273 456830000
23346 23485 23343 23441 23441 406850000
23431 23451 23251 23329 23329 399560000
23380 23459 23380 23400 23400 370600000
23419 23449 23353 23434 23434 518870000
23405 23428 23327 23348 23348 436900000
23369 23406 23334 23377 23377 388050000
23442 23517 23388 23435 23435 361260000
23463 23531 23350 23516 23516 348040000
23549 23557 23481 23539 23539 312250000
23533 23574 23520 23548 23548 325190000
23574 23602 23484 23557 23557 285080000
23542 23575 23510 23563 23563 264670000
23492 23516 23310 23461 23461 305440000
23432 23452 23392 23422 23422 351280000
23367 23461 23343 23439 23439 491260000
23388 23414 23271 23409 23409 561330000
23334 23344 23242 23271 23271 404300000
23365 23492 23365 23458 23458 402020000
23433 23433 23356 23358 23358 386000000
23370 23456 23360 23430 23430 315330000
23500 23617 23500 23590 23590 329650000
23597 23605 23507 23526 23526 268760000
23552 23599 23551 23557 23557 118610000
23552 23638 23545 23580 23580 296320000
23625 23849 23617 23836 23836 319240000
23883 23959 23872 23940 23940 401410000
24013 24327 24013 24272 24272 488200000
24305 24322 23921 24231 24231 417910000
24424 24534 24288 24290 24290 424250000
24335 24349 24155 24180 24180 371190000
24171 24229 24134 24140 24140 312720000
24116 24262 24101 24211 24211 319060000
24263 24330 24225 24329 24329 293590000
24338 24389 24314 24386 24386 300580000
24452 24552 24443 24504 24504 342220000
24525 24666 24518 24585 24585 325280000
24631 24672 24508 24508 24508 314780000
24585 24688 24584 24651 24651 635740000
24739 24876 24739 24792 24792 354880000
24834 24850 24715 24754 24754 335330000
24838 24852 24697 24726 24726 341790000
24778 24850 24766 24782 24782 339530000
24764 24784 24717 24754 24754 255140000
24715 24778 24708 24746 24746 208290000
24766 24789 24731 24774 24774 225890000
24807 24839 24797 24837 24837 200960000
24849 24871 24719 24719 24719 270760000
24809 24864 24741 24824 24824 341130000
24850 24941 24825 24922 24922 456790000
24964 25105 24963 25075 25075 403280000
25114 25299 25112 25295 25295 358020000
25308 25311 25235 25283 25283 341390000
25312 25439 25308 25385 25385 333490000
25348 25404 25256 25369 25369 341470000
25398 25575 25396 25574 25574 346830000
25638 25810 25633 25803 25803 376390000
25987 26086 25702 25792 25792 606520000
25910 26130 25865 26115 26115 522720000
26149 26153 25947 26017 26017 492780000
25987 26071 25942 26071 26071 585000000
26025 26215 25974 26214 26214 431200000
26214 26246 26143 26210 26210 433490000
26282 26392 26106 26252 26252 518790000
26313 26458 26259 26392 26392 401390000
26466 26616 26425 26616 26616 477780000
26584 26608 26435 26439 26439 421000000
26198 26256 26028 26076 26076 448330000
26268 26338 26050 26149 26149 479130000
26083 26306 26014 26186 26186 410620000
26061 26061 25490 25520 25520 522880000
25337 25520 23923 24345 24345 714450000
24085 24946 23778 24912 24912 823940000
24892 25293 24785 24893 24893 504620000
24902 24903 23849 23860 23860 657500000
23992 24382 23360 24190 24190 735030000
24337 24765 24290 24601 24601 496610000
24540 24705 24421 24640 24640 374410000
24535 24925 24490 24893 24893 431160000
25047 25203 24809 25200 25200 416780000
25165 25432 25149 25219 25219 406730000
25124 25179 24884 24964 24964 421510000
24988 25267 24792 24797 24797 456070000
24855 25156 24854 24962 24962 378900000
25050 25313 25028 25309 25309 335420000
25403 25732 25398 25709 25709 473360000
25735 25800 25407 25410 25410 438390000
25485 25576 25022 25029 25029 451870000
25024 25185 24442 24608 24608 506280000
24394 24592 24217 24538 24538 437130000
24471 24961 24387 24874 24874 383910000
24965 24995 24708 24884 24884 331770000
24758 24849 24535 24801 24801 394070000
24853 24950 24703 24895 24895 327300000
25004 25336 25004 25335 25335 371570000
25372 25449 25152 25178 25178 362580000
25257 25376 24947 25007 25007 447880000
25086 25130 24668 24758 24758 356830000
24837 25053 24753 24873 24873 316310000
24877 25031 24857 24946 24946 654240000
24893 24893 24453 24610 24610 377990000
24650 24803 24650 24727 24727 342510000
24723 24977 24655 24682 24682 343230000
24526 24526 23938 23957 23957 439280000
23995 24108 23509 23533 23533 482550000
23825 24232 23741 24202 24202 479540000
24276 24446 23708 23857 23857 524480000
23883 24092 23728 23848 23848 530040000
23949 24314 23928 24103 24103 463550000
24076 24123 23344 23644 23644 509820000
23698 24044 23664 24033 24033 394130000
23654 24308 23523 24264 24264 388540000
24313 24622 24313 24505 24505 347790000
24373 24434 23738 23932 23932 395990000
24037 24373 23954 23979 23979 380790000
24198 24511 24198 24408 24408 368590000
24274 24366 24150 24189 24189 286360000
24302 24592 24302 24483 24483 336130000
24582 24646 24243 24360 24360 331890000
24483 24675 24480 24573 24573 305070000
24681 24858 24681 24786 24786 342410000
24820 24832 24721 24748 24748 302030000
24711 24762 24557 24664 24664 381110000
24657 24678 24375 24462 24462 537770000
24488 24536 24328 24448 24448 351030000
24579 24579 23828 24024 24024 468180000
24070 24146 23823 24083 24083 437100000
24128 24402 24128 24322 24322 390360000
24342 24359 24194 24311 24311 392810000
24410 24498 24163 24163 24163 416650000
24117 24117 23808 24099 24099 380070000
24097 24185 23886 23924 23924 385350000
23836 23996 23531 23930 23930 389240000
23865 24333 23778 24262 24262 329480000
24317 24479 24263 24357 24357 307670000
24341 24412 24198 24360 24360 344940000
24399 24586 24323 24542 24542 361580000
24591 24794 24575 24739 24739 304210000
24758 24868 24717 24831 24831 274150000
24879 24994 24862 24899 24899 282860000
24809 24809 24629 24706 24706 301900000
24722 24801 24672 24768 24768 280810000
24752 24839 24639 24713 24713 314650000
24707 24774 24664 24715 24715 269700000
24883 25086 24883 25013 25013 308920000
25047 25064 24812 24834 24834 288200000
24757 24889 24667 24886 24886 399610000
24877 24877 24605 24811 24811 347050000
24781 24824 24687 24753 24753 257210000
24606 24635 24247 24361 24361 395810000
24467 24714 24459 24667 24667 324870000
24620 24620 24352 24415 24415 429740000
24542 24673 24542 24635 24635 315710000
24727 24859 24722 24813 24813 340400000
24820 24838 24710 24799 24799 306340000
24854 25146 24854 25146 25146 316090000
25192 25326 25164 25241 25241 357680000
25209 25325 25165 25316 25316 317510000
25336 25402 25290 25322 25322 276740000
25346 25364 25247 25320 25320 265750000
25328 25362 25191 25201 25201 329700000
25254 25332 25138 25175 25175 341170000
25116 25130 24894 25090 25090 659370000
24944 25003 24825 24987 24987 337070000
24763 24763 24567 24700 24700 376380000
24771 24804 24628 24657 24657 359520000
24639 24639 24406 24461 24461 349570000
24526 24663 24526 24580 24580 473970000
24463 24463 24084 24252 24252 439130000
24281 24384 24241 24283 24283 301130000
24303 24569 24115 24117 24117 313790000
24064 24308 23997 24216 24216 305020000
24323 24509 24269 24271 24271 329070000
24161 24319 24077 24307 24307 244110000
24359 24444 24150 24174 24174 160960000
24285 24372 24177 24356 24356 237670000
24352 24520 24281 24456 24456 219450000
24519 24796 24518 24776 24776 240580000
24806 24945 24806 24919 24919 235040000
24789 24815 24663 24700 24700 237370000
24802 24939 24802 24924 24924 233150000
24926 25043 24890 25019 25019 255520000
25025 25072 24979 25064 25064 231270000
25033 25155 24989 25119 25119 250450000
25133 25215 25101 25199 25199 252870000
25139 25154 25052 25064 25064 285760000
25041 25124 24986 25058 25058 274080000
25036 25081 24983 25044 25044 228820000
25092 25286 25092 25241 25241 274940000
25183 25432 25113 25414 25414 273670000
25468 25587 25463 25527 25527 297530000
25520 25580 25370 25451 25451 329680000
25439 25500 25287 25306 25306 296880000
25345 25490 25345 25415 25415 348700000
25461 25488 25278 25333 25333 315880000
25256 25360 25120 25326 25326 307700000
25360 25467 25325 25462 25462 239020000
25437 25540 25381 25502 25502 238990000
25551 25692 25551 25628 25628 239910000
25615 25634 25557 25583 25583 217770000
25589 25613 25492 25509 25509 214970000
25401 25401 25222 25313 25313 234480000
25327 25381 25153 25187 25187 219990000
25215 25339 25201 25299 25299 219210000
25235 25235 24965 25162 25162 295810000
25294 25607 25294 25558 25558 342430000
25550 25728 25521 25669 25669 284160000
25727 25790 25716 25758 25758 248570000
25786 25888 25784 25822 25822 241620000
25825 25836 25722 25733 25733 200480000
25714 25762 25608 25656 25656 213270000
25688 25826 25688 25790 25790 200330000
25882 26067 25882 26049 26049 220510000
26092 26122 26037 26064 26064 211470000
26082 26167 26035 26124 26124 214960000
26099 26104 25934 25986 25986 240440000
25964 26028 25879 25964 25964 273440000
25916 25971 25805 25952 25952 254600000
25919 26011 25871 25974 25974 289210000
25973 26073 25880 25995 25995 262380000
25951 26002 25818 25916 25916 281350000
25991 26039 25854 25857 25857 252170000
25841 26019 25754 25971 25971 265960000
25989 26145 25929 25998 25998 282770000
26083 26191 26067 26145 26145 260800000
26169 26211 26068 26154 26154 228640000
26151 26184 26030 26062 26062 230230000
26076 26317 26076 26246 26246 243000000
26287 26464 26280 26405 26405 251330000
26519 26697 26519 26656 26656 260480000
26726 26769 26680 26743 26743 657620000
26705 26709 26548 26562 26562 254850000
26601 26634 26475 26492 26492 234110000
26536 26606 26349 26385 26385 262620000
26418 26557 26379 26439 26439 226350000
26407 26515 26383 26458 26458 264030000
26598 26737 26596 26651 26651 238320000
26648 26824 26627 26773 26773 258290000
26833 26951 26789 26828 26828 280130000
26784 26793 26471 26627 26627 289600000
26632 26676 26301 26447 26447 267100000
26399 26529 26223 26486 26486 273020000
26469 26539 26324 26430 26430 282560000
26441 26487 25567 25598 25598 438200000
25518 25683 24899 25052 25052 522880000
25407 25467 25000 25339 25339 397510000
25332 25482 25243 25250 25250 287320000
25351 25817 25351 25798 25798 305800000
25705 25810 25479 25706 25706 298210000
25645 25691 25236 25379 25379 328020000
25421 25608 25350 25444 25444 350810000
25492 25561 25236 25317 25317 314940000
25038 25307 24768 25191 25191 436430000
25172 25306 24533 24583 24583 496400000
24736 25104 24645 24984 24984 439670000
24770 24916 24445 24688 24688 505310000
24818 25040 24122 24442 24442 443850000
24482 24906 24415 24874 24874 470050000
25008 25336 25008 25115 25115 448930000
25142 25396 25108 25380 25380 383970000
25443 25578 25078 25270 25270 429480000
25261 25507 25261 25461 25461 334740000
25452 25651 25444 25635 25635 265450000
25788 26200 25765 26180 26180 361780000
26139 26277 26081 26191 26191 295650000
26149 26161 25882 25989 25989 324450000
25959 25966 25340 25387 25387 346910000
25321 25511 25193 25286 25286 339690000
25388 25501 24935 25080 25080 384240000
25061 25354 24787 25289 25289 392750000
25242 25510 25147 25413 25413 354460000
25392 25392 24900 25017 25017 358090000
24618 24707 24368 24465 24465 445920000
24541 24669 24463 24464 24464 289370000
24336 24408 24268 24285 24285 155940000
24364 24673 24364 24640 24640 306280000
24557 24750 24416 24748 24748 308250000
24832 25368 24832 25366 25366 362160000
25343 25479 25202 25338 25338 305110000
25307 25549 25250 25538 25538 482250000
25779 25980 25670 25826 25826 388480000
25752 25773 25008 25027 25027 418900000
24737 24951 24242 24947 24947 471690000
24918 25095 24284 24388 24388 398230000
24360 24500 23881 24423 24423 389690000
24719 24791 24221 24370 24370 342960000
24509 24828 24509 24527 24527 344330000
24575 24740 24473 24597 24597 299970000
24408 24431 24033 24100 24100 416940000
23986 24088 23456 23592 23592 466740000
23769 23927 23516 23675 23675 408070000
23693 24057 23162 23323 23323 503550000
23224 23282 22644 22859 22859 576700000
22871 23254 22396 22445 22445 900510000
22317 22339 21792 21792 21792 308420000
21857 22878 21712 22878 22878 433080000
22629 23138 22267 23138 23138 407940000
23213 23381 22981 23062 23062 336510000
23153 23333 23118 23327 23327 288830000
23058 23413 22928 23346 23346 321570000
23176 23176 22638 22686 22686 424240000
22894 23518 22894 23433 23433 396020000
23474 23687 23301 23531 23531 334200000
23680 23864 23581 23787 23787 317420000
23844 23985 23776 23879 23879 324570000
23811 24014 23703 24001 24001 338150000
23940 23996 23798 23995 23995 262650000
23880 23964 23765 23909 23909 277560000
23914 24099 23887 24065 24065 291570000
24139 24288 24119 24207 24207 302830000
24147 24474 24088 24370 24370 288590000
24534 24750 24459 24706 24706 372970000
24607 24607 24244 24404 24404 338480000
24577 24700 24307 24575 24575 318600000
24579 24626 24422 24553 24553 320170000
24687 24860 24676 24737 24737 376890000
24596 24596 24323 24528 24528 347170000
24519 24674 24504 24579 24579 330870000
24826 25109 24790 25014 25014 397330000
24954 25049 24842 24999 24999 507350000
25025 25193 24982 25063 25063 372090000
25062 25239 24977 25239 25239 298540000
25287 25427 25287 25411 25411 310650000
25371 25439 25312 25390 25390 247590000
25265 25314 25000 25169 25169 295460000
25042 25106 24883 25106 25106 248210000
25142 25196 25009 25053 25053 241700000
25152 25458 25152 25425 25425 278110000
25480 25625 25480 25543 25543 263330000
25460 25558 25308 25439 25439 313010000
25564 25883 25564 25883 25883 328530000
25849 25961 25820 25891 25891 280620000
25872 25986 25846 25954 25954 287880000
25922 25938 25762 25850 25850 255710000
25906 26052 25906 26031 26031 279760000
26126 26241 26080 26091 26091 281600000
26051 26155 25966 26057 26057 257850000
25995 26039 25877 25985 25985 255380000
25984 26029 25896 25916 25916 338520000
26019 26143 25914 26026 26026 289890000
26122 26155 25611 25819 25819 295510000
25829 25877 25725 25806 25806 252260000
25818 25837 25633 25673 25673 256250000
25645 25645 25352 25473 25473 289140000
25347 25466 25252 25450 25450 270500000
25208 25661 25208 25650 25650 309790000
25600 25675 25522 25554 25554 317730000
25637 25776 25571 25702 25702 331410000
25692 25752 25621 25709 25709 302790000
25720 25927 25649 25848 25848 616910000
25801 25924 25785 25914 25914 399530000
25987 26109 25814 25887 25887 342250000
25867 25929 25670 25745 25745 321980000
25688 26009 25657 25962 25962 335250000
25844 25877 25501 25502 25502 386510000
25490 25603 25372 25516 25516 303120000
25649 25796 25544 25657 25657 305110000
25676 25758 25425 25625 25625 270340000
25693 25743 25576 25717 25717 237170000
25827 25949 25771 25928 25928 300620000
26075 26280 26071 26258 26258 295570000
26213 26221 26122 26179 26179 250940000
26238 26282 26138 26218 26218 271980000
26213 26398 26212 26384 26384 233040000
26427 26487 26370 26424 26424 229550000
26312 26344 26246 26341 26341 229380000
26243 26246 26103 26150 26150 244410000
26173 26209 26101 26157 26157 203130000
26188 26229 26062 26143 26143 211680000
26357 26436 26309 26412 26412 369910000
26407 26424 26316 26384 26384 250620000
26482 26530 26397 26452 26452 302340000
26468 26501 26391 26449 26449 367780000
26463 26602 26444 26559 26559 332850000
26510 26553 26458 26511 26511 232570000
26513 26695 26503 26656 26656 311690000
26652 26680 26582 26597 26597 283370000
26426 26536 26310 26462 26462 296730000
26454 26543 26392 26543 26543 317290000
26559 26602 26520 26554 26554 279450000
26594 26614 26419 26592 26592 340320000
26639 26689 26426 26430 26430 303850000
26407 26454 26180 26307 26307 287610000
26379 26534 26370 26504 26504 248900000
26160 26476 26033 26438 26438 283020000
26276 26276 25789 25965 25965 334960000
25933 26118 25889 25967 25967 276420000
25878 25884 25517 25828 25828 334760000
25763 26019 25469 25942 25942 294580000
25568 25568 25222 25324 25324 361240000
25384 25688 25384 25532 25532 291570000
25400 25724 25341 25648 25648 270720000
25692 25957 25692 25862 25862 320960000
25719 25948 25657 25764 25764 283760000
25655 25751 25560 25679 25679 279560000
25782 25898 25779 25877 25877 260870000
25818 25878 25755 25776 25776 241760000
25657 25657 25328 25490 25490 316940000
25551 25670 25496 25585 25585 201370000
25616 25717 25342 25347 25347 358980000
25231 25231 24938 25126 25126 298930000
25139 25218 25066 25169 25169 215240000
25046 25046 24809 24815 24815 292230000
24830 24935 24680 24819 24819 328240000
24962 25343 24962 25332 25332 281690000
25451 25544 25373 25539 25539 262660000
25567 25800 25518 25720 25720 248070000
25768 26072 25768 25983 25983 263010000
26090 26210 26054 26062 26062 249280000
26180 26248 25998 26048 26048 253490000
26040 26082 25958 26004 26004 223690000
26036 26146 25995 26106 26106 213400000
26076 26162 25988 26089 26089 208020000
26108 26165 26049 26112 26112 199500000
24944 25003 24825 24987 24987 337070000
24763 24763 24567 24700 24700 376380000
24771 24804 24628 24657 24657 359520000
24639 24639 24406 24461 24461 349570000
24526 24663 24526 24580 24580 473970000
24463 24463 24084 24252 24252 439130000
24281 24384 24241 24283 24283 301130000
24303 24569 24115 24117 24117 313790000
24064 24308 23997 24216 24216 305020000
24323 24509 24269 24271 24271 329070000
24161 24319 24077 24307 24307 244110000
24359 24444 24150 24174 24174 160960000
24285 24372 24177 24356 24356 237670000
24352 24520 24281 24456 24456 219450000
24519 24796 24518 24776 24776 240580000
24806 24945 24806 24919 24919 235040000
24789 24815 24663 24700 24700 237370000
24802 24939 24802 24924 24924 233150000
24926 25043 24890 25019 25019 255520000
25025 25072 24979 25064 25064 231270000
25033 25155 24989 25119 25119 250450000
25133 25215 25101 25199 25199 252870000
25139 25154 25052 25064 25064 285760000
25041 25124 24986 25058 25058 274080000
25036 25081 24983 25044 25044 228820000
25092 25286 25092 25241 25241 274940000
25183 25432 25113 25414 25414 273670000
25468 25587 25463 25527 25527 297530000
25520 25580 25370 25451 25451 329680000
25439 25500 25287 25306 25306 296880000
25345 25490 25345 25415 25415 348700000
25461 25488 25278 25333 25333 315880000
25256 25360 25120 25326 25326 307700000
25360 25467 25325 25462 25462 239020000
25437 25540 25381 25502 25502 238990000
25551 25692 25551 25628 25628 239910000
25615 25634 25557 25583 25583 217770000
25589 25613 25492 25509 25509 214970000
25401 25401 25222 25313 25313 234480000
25327 25381 25153 25187 25187 219990000
25215 25339 25201 25299 25299 219210000
25235 25235 24965 25162 25162 295810000
25294 25607 25294 25558 25558 342430000
25550 25728 25521 25669 25669 284160000
25727 25790 25716 25758 25758 248570000
25786 25888 25784 25822 25822 241620000
25825 25836 25722 25733 25733 200480000
25714 25762 25608 25656 25656 213270000
25688 25826 25688 25790 25790 200330000
25882 26067 25882 26049 26049 220510000
26092 26122 26037 26064 26064 211470000
26082 26167 26035 26124 26124 214960000
26099 26104 25934 25986 25986 240440000
25964 26028 25879 25964 25964 273440000
25916 25971 25805 25952 25952 254600000
25919 26011 25871 25974 25974 289210000
25973 26073 25880 25995 25995 262380000
25951 26002 25818 25916 25916 281350000
25991 26039 25854 25857 25857 252170000
25841 26019 25754 25971 25971 265960000
25989 26145 25929 25998 25998 282770000
26083 26191 26067 26145 26145 260800000
26169 26211 26068 26154 26154 228640000
26151 26184 26030 26062 26062 230230000
26076 26317 26076 26246 26246 243000000
26287 26464 26280 26405 26405 251330000
26519 26697 26519 26656 26656 260480000
26726 26769 26680 26743 26743 657620000
26705 26709 26548 26562 26562 254850000
26601 26634 26475 26492 26492 234110000
26536 26606 26349 26385 26385 262620000
26418 26557 26379 26439 26439 226350000
26407 26515 26383 26458 26458 264030000
26598 26737 26596 26651 26651 238320000
26648 26824 26627 26773 26773 258290000
26833 26951 26789 26828 26828 280130000
26784 26793 26471 26627 26627 289600000
26632 26676 26301 26447 26447 267100000
26399 26529 26223 26486 26486 273020000
26469 26539 26324 26430 26430 282560000
26441 26487 25567 25598 25598 438200000
25518 25683 24899 25052 25052 522880000
25407 25467 25000 25339 25339 397510000
25332 25482 25243 25250 25250 287320000
25351 25817 25351 25798 25798 305800000
25705 25810 25479 25706 25706 298210000
25645 25691 25236 25379 25379 328020000
25421 25608 25350 25444 25444 350810000
25492 25561 25236 25317 25317 314940000
25038 25307 24768 25191 25191 436430000
25172 25306 24533 24583 24583 496400000
24736 25104 24645 24984 24984 439670000
24770 24916 24445 24688 24688 505310000
24818 25040 24122 24442 24442 443850000
24482 24906 24415 24874 24874 470050000
25008 25336 25008 25115 25115 448930000
25142 25396 25108 25380 25380 383970000
25443 25578 25078 25270 25270 429480000
25261 25507 25261 25461 25461 334740000
25452 25651 25444 25635 25635 265450000
25788 26200 25765 26180 26180 361780000
26139 26277 26081 26191 26191 295650000
26149 26161 25882 25989 25989 324450000
25959 25966 25340 25387 25387 346910000
25321 25511 25193 25286 25286 339690000
25388 25501 24935 25080 25080 384240000
25061 25354 24787 25289 25289 392750000
25242 25510 25147 25413 25413 354460000
25392 25392 24900 25017 25017 358090000
24618 24707 24368 24465 24465 445920000
24541 24669 24463 24464 24464 289370000
24336 24408 24268 24285 24285 155940000
24364 24673 24364 24640 24640 306280000
24557 24750 24416 24748 24748 308250000
24832 25368 24832 25366 25366 362160000
25343 25479 25202 25338 25338 305110000
25307 25549 25250 25538 25538 482250000
25779 25980 25670 25826 25826 388480000
25752 25773 25008 25027 25027 418900000
24737 24951 24242 24947 24947 471690000
24918 25095 24284 24388 24388 398230000
24360 24500 23881 24423 24423 389690000
24719 24791 24221 24370 24370 342960000
24509 24828 24509 24527 24527 344330000
24575 24740 24473 24597 24597 299970000
24408 24431 24033 24100 24100 416940000
23986 24088 23456 23592 23592 466740000
23769 23927 23516 23675 23675 408070000
23693 24057 23162 23323 23323 503550000
23224 23282 22644 22859 22859 576700000
22871 23254 22396 22445 22445 900510000
22317 22339 21792 21792 21792 308420000
21857 22878 21712 22878 22878 433080000
22629 23138 22267 23138 23138 407940000
23213 23381 22981 23062 23062 336510000
23153 23333 23118 23327 23327 288830000
23058 23413 22928 23346 23346 321570000
23176 23176 22638 22686 22686 424240000
22894 23518 22894 23433 23433 396020000
23474 23687 23301 23531 23531 334200000
23680 23864 23581 23787 23787 317420000
23844 23985 23776 23879 23879 324570000
23811 24014 23703 24001 24001 338150000
23940 23996 23798 23995 23995 262650000
23880 23964 23765 23909 23909 277560000
23914 24099 23887 24065 24065 291570000
24139 24288 24119 24207 24207 302830000
24147 24474 24088 24370 24370 288590000
24534 24750 24459 24706 24706 372970000
24607 24607 24244 24404 24404 338480000
24577 24700 24307 24575 24575 318600000
24579 24626 24422 24553 24553 320170000
24687 24860 24676 24737 24737 376890000
24596 24596 24323 24528 24528 347170000
24519 24674 24504 24579 24579 330870000
24826 25109 24790 25014 25014 397330000
24954 25049 24842 24999 24999 507350000
25025 25193 24982 25063 25063 372090000
25062 25239 24977 25239 25239 298540000
25287 25427 25287 25411 25411 310650000
25371 25439 25312 25390 25390 247590000
25265 25314 25000 25169 25169 295460000
25042 25106 24883 25106 25106 248210000
25142 25196 25009 25053 25053 241700000
25152 25458 25152 25425 25425 278110000
25480 25625 25480 25543 25543 263330000
25460 25558 25308 25439 25439 313010000
25564 25883 25564 25883 25883 328530000
25849 25961 25820 25891 25891 280620000
25872 25986 25846 25954 25954 287880000
25922 25938 25762 25850 25850 255710000
25906 26052 25906 26031 26031 279760000
26126 26241 26080 26091 26091 281600000
26051 26155 25966 26057 26057 257850000
25995 26039 25877 25985 25985 255380000
25984 26029 25896 25916 25916 338520000
26019 26143 25914 26026 26026 289890000
26122 26155 25611 25819 25819 295510000
25829 25877 25725 25806 25806 252260000
25818 25837 25633 25673 25673 256250000
25645 25645 25352 25473 25473 289140000
25347 25466 25252 25450 25450 270500000
25208 25661 25208 25650 25650 309790000
25600 25675 25522 25554 25554 317730000
25637 25776 25571 25702 25702 331410000
25692 25752 25621 25709 25709 302790000
25720 25927 25649 25848 25848 616910000
25801 25924 25785 25914 25914 399530000
25987 26109 25814 25887 25887 342250000
25867 25929 25670 25745 25745 321980000
25688 26009 25657 25962 25962 335250000
25844 25877 25501 25502 25502 386510000
25490 25603 25372 25516 25516 303120000
25649 25796 25544 25657 25657 305110000
25676 25758 25425 25625 25625 270340000
25693 25743 25576 25717 25717 237170000
25827 25949 25771 25928 25928 300620000
26075 26280 26071 26258 26258 295570000
26213 26221 26122 26179 26179 250940000
26238 26282 26138 26218 26218 271980000
26213 26398 26212 26384 26384 233040000
26427 26487 26370 26424 26424 229550000
26312 26344 26246 26341 26341 229380000
26243 26246 26103 26150 26150 244410000
26173 26209 26101 26157 26157 203130000
26188 26229 26062 26143 26143 211680000
26357 26436 26309 26412 26412 369910000
26407 26424 26316 26384 26384 250620000
26482 26530 26397 26452 26452 302340000
26468 26501 26391 26449 26449 367780000
26463 26602 26444 26559 26559 332850000
26510 26553 26458 26511 26511 232570000
26513 26695 26503 26656 26656 311690000
26652 26680 26582 26597 26597 283370000
26426 26536 26310 26462 26462 296730000
26454 26543 26392 26543 26543 317290000
26559 26602 26520 26554 26554 279450000
26594 26614 26419 26592 26592 340320000
26639 26689 26426 26430 26430 303850000
26407 26454 26180 26307 26307 287610000
26379 26534 26370 26504 26504 248900000
26160 26476 26033 26438 26438 283020000
26276 26276 25789 25965 25965 334960000
25933 26118 25889 25967 25967 276420000
25878 25884 25517 25828 25828 334760000
25763 26019 25469 25942 25942 294580000
25568 25568 25222 25324 25324 361240000
25384 25688 25384 25532 25532 291570000
25400 25724 25341 25648 25648 270720000
25692 25957 25692 25862 25862 320960000
25719 25948 25657 25764 25764 283760000
25655 25751 25560 25679 25679 279560000
25782 25898 25779 25877 25877 260870000
25818 25878 25755 25776 25776 241760000
