사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2019-05,경춘선,1319,마석,37,0,"1,609",524,"8,321","3,308","20,490","7,175","15,686","10,260","12,088","6,176","8,817","6,358","7,494","4,699","7,988","5,050","6,679","6,606","6,913","6,642","6,670","8,245","8,359","7,164","8,070","11,205","9,204","11,491","4,469","16,192","3,500","9,267","3,006","6,981","2,212","6,831",813,"3,584",43,"1,694",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경춘선,1320,대성리,2,0,"3,098",105,"3,639",623,"2,223","1,088","2,254","1,694","2,685","1,617","3,911","2,470","6,032","1,564","2,316","2,376","1,496","3,143","1,591","5,752","1,908","3,278","2,206","3,900","2,465","3,241","1,913","3,263","1,015","3,511",667,"1,487",514,796,254,754,157,387,1,8,0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경춘선,1321,청평,4,0,"1,614",176,"2,462",944,"5,118","2,869","7,111","5,790","4,877","5,108","4,966","4,913","6,136","3,969","4,560","4,519","4,252","4,261","4,589","4,895","5,070","3,905","5,950","6,114","6,141","6,011","5,706","5,266","2,899","4,997","1,750","2,664","1,290","2,910",871,"2,480",248,"1,521",11,454,0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경춘선,1322,상천,0,0,247,50,432,268,819,538,"1,083","1,194",729,"1,698",754,"2,498",903,"1,920",852,"1,076","1,251",822,"1,819",659,"2,302",703,"2,266",812,"1,708",781,975,809,478,592,259,432,128,489,65,286,20,146,2,64,0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경춘선,1323,가평,0,0,826,270,"1,911","1,414","3,300","3,719","5,177","7,667","3,753","6,101","3,568","6,595","5,343","6,415","4,227","8,869","3,869","4,900","4,960","5,985","6,489","5,067","7,572","4,062","8,664","4,450","7,068","4,578","3,999","3,697","3,621","2,440","3,170","2,060","2,159","1,869",424,"1,383",23,434,0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경춘선,1324,굴봉산,0,0,90,40,131,85,247,338,304,779,291,835,318,"1,516",503,865,511,617,669,425,956,361,"1,113",448,955,298,719,262,421,275,275,160,167,168,102,86,38,78,16,57,3,17,0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경춘선,1325,백양리,0,0,7,22,37,62,62,355,155,571,150,302,222,687,364,597,377,357,416,282,455,269,523,278,474,131,536,116,385,101,195,107,101,69,58,98,35,52,9,44,1,18,0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경춘선,1326,강촌,0,0,133,35,434,208,574,646,674,"3,258",748,"2,819","1,037","3,230","1,762","2,837","1,645","1,398","1,779","1,431","2,452","1,256","3,751","1,200","3,806","1,055","3,549",869,"2,172",995,"1,279",769,777,485,454,464,180,423,63,301,26,50,0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경춘선,1327,김유정,5,0,116,36,217,152,663,542,483,"1,125",490,"1,767",632,"3,242",796,"3,523","1,193","2,050","1,481","1,294","2,204","1,315","2,542","1,153","2,008",960,"1,779",792,"1,434",560,736,444,343,304,140,182,44,225,47,174,25,35,0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경춘선,1328,남춘천,495,0,"1,644",18,"4,534","1,138","4,756","3,361","6,342","7,275","6,827","7,883","6,078","6,200","5,983","11,779","6,333","10,702","8,155","5,961","8,773","5,995","8,268","5,857","9,577","5,840","9,465","8,737","7,246","4,750","5,369","10,428","4,201","4,429","3,808","3,996","2,593","5,701",713,"3,060",13,"2,215",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경춘선,1329,춘천,372,0,633,5,"1,889",562,"2,355","2,364","3,159","6,731","3,571","7,132","3,107","6,433","3,426","7,165","4,164","5,655","5,467","5,120","7,488","3,606","10,929","4,476","10,717","3,383","10,259","3,845","7,041","3,051","4,549","4,364","3,716","2,117","2,264","2,134","1,332","2,274",315,"1,388",5,"1,031",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,수인선,1878,달월,1,0,5,20,52,201,81,112,97,470,86,113,52,93,71,97,117,90,133,110,107,95,112,78,232,77,543,128,641,106,120,65,52,59,48,48,20,51,9,23,4,15,0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,수인선,1879,월곶,5,1,"1,193",364,"3,840","1,774","10,566","2,693","10,688","3,045","7,097","2,824","4,654","3,000","4,177","4,126","4,762","4,087","4,392","3,687","4,209","3,842","3,892","4,749","4,726","5,152","5,353","7,159","6,271","9,692","3,808","6,760","2,928","5,243","2,654","4,799","1,549","4,763",868,"3,179",26,700,0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,수인선,1880,소래포구,1,0,"2,123",387,"6,732","2,718","18,505","3,976","15,706","7,805","9,262","6,794","7,292","10,017","8,401","19,165","10,941","19,717","13,905","15,326","17,711","13,801","19,929","12,804","18,545","12,031","15,403","12,510","11,648","14,151","7,126","11,939","5,391","8,052","5,064","6,880","3,980","6,120","2,207","4,552",160,"1,202",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,수인선,1881,인천논현,0,0,"2,418",790,"6,764","4,464","18,704","9,258","19,002","17,824","11,788","12,396","9,867","8,524","9,839","8,449","11,328","10,336","10,892","11,848","10,261","11,806","11,149","12,458","12,079","14,356","15,073","19,094","16,308","22,563","11,088","17,025","9,346","11,105","9,554","9,929","6,972","8,596","4,092","5,158",402,"1,377",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,수인선,1882,호구포,1,0,"1,451",879,"4,002","5,315","8,640","18,096","10,314","18,675","5,954","5,409","4,701","3,225","4,697","3,544","5,479","3,904","5,422","4,033","5,287","4,063","5,064","4,694","6,142","5,645","13,402","7,329","16,820","9,229","6,480","6,742","6,157","4,827","4,798","4,618","2,894","3,995","1,515","2,685",222,785,0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,수인선,1883,남동인더스파크,0,0,417,670,729,"4,190","1,212","18,684","2,093","21,606","1,689","4,051","1,539","2,018","2,063","2,223","2,347","1,854","2,623","2,077","2,806","1,741","3,165","1,308","3,953","1,285","12,661","1,598","14,224","1,984","5,301","2,375","4,470","1,502","2,816","1,218",765,649,352,401,36,107,0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,수인선,1884,원인재,24,10,"3,333",675,"8,192","2,685","17,168","5,737","18,941","8,598","11,830","5,697","8,393","4,881","8,087","5,549","8,346","6,196","8,214","6,949","7,198","7,324","7,563","8,615","7,643","10,223","8,708","13,803","9,642","18,150","5,961","13,752","4,947","11,010","4,237","10,794","3,438","9,384","1,963","6,135",381,"1,963",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,수인선,1885,연수,1,0,"2,502",853,"6,850","2,675","17,736","6,451","17,136","14,620","9,529","9,263","7,970","7,347","7,986","7,043","9,022","7,233","9,313","8,385","8,392","8,140","8,885","8,823","9,881","10,921","11,759","14,343","14,484","20,378","7,943","14,113","6,653","11,043","7,286","8,742","6,764","7,069","3,852","5,336",599,"1,265",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,수인선,1886,송도,0,0,"1,758",336,"4,650","1,394","12,528","2,879","14,494","4,852","7,170","3,060","5,434","3,207","5,334","3,715","6,017","4,094","6,250","4,811","4,843","4,775","4,981","6,072","5,410","7,002","5,746","9,041","5,488","11,754","3,299","7,445","2,357","5,301","1,869","4,934","1,338","5,213",611,"3,681",45,797,0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,수인선,1888,인하대,10,1,"3,097",622,"9,232","2,991","23,537","5,637","21,365","21,365","11,002","12,229","8,577","14,857","9,726","8,869","10,608","10,087","11,005","11,118","11,461","9,299","13,115","10,342","16,669","12,851","17,022","17,713","16,490","25,662","10,075","15,092","8,297","10,619","9,716","10,011","10,793","9,944","6,731","5,170",192,"1,848",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,수인선,1889,숭의,7,0,"2,801",865,"5,430","2,995","13,937","8,503","12,845","13,767","7,557","5,973","6,802","4,745","6,780","4,714","7,279","5,388","6,973","5,712","6,460","5,631","7,104","5,873","7,567","7,244","9,761","9,054","11,484","11,546","5,513","7,899","3,878","5,783","2,745","5,705","2,218","5,196",988,"2,803",14,"1,092",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,수인선,1890,신포,1,0,"1,126",200,"1,510","1,409","3,409","5,053","3,491","11,303","2,285","4,348","2,198","3,141","2,588","3,693","3,502","3,716","3,815","3,783","3,954","3,655","4,598","3,720","5,990","3,613","6,349","4,282","8,408","5,723","3,879","3,656","3,283","2,174","3,120","1,727","1,788","1,530",916,896,5,362,0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,수인선,1891,인천,114,0,506,75,995,"1,221","2,225","3,395","2,461","5,340","1,630","4,193","1,848","4,390","1,752","5,051","2,428","6,080","3,012","5,635","3,850","5,239","3,843","5,553","4,465","5,001","4,391","4,610","3,442","5,417","2,048","3,298","1,693","2,658","1,473","2,315",879,"1,976",171,"1,129",2,410,0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경강선,1501,판교,12,0,566,10,"1,744","4,024","5,556","11,060","4,494","25,480","2,847","21,458","2,917","8,726","2,989","7,513","3,412","5,647","4,095","5,307","5,059","4,699","6,506","4,401","7,362","4,987","11,033","6,888","21,776","5,800","16,590","4,628","14,192","1,942","10,565","1,777","6,229","1,217","2,140",700,0,273,0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경강선,1502,이매,4,0,546,20,"1,656",794,"4,776","2,863","4,880","3,919","2,386","1,982","2,047","1,325","1,699","1,104","1,922","1,272","1,673","1,387","1,820","1,554","1,758","1,770","2,067","1,885","2,640","2,612","2,717","3,323","1,816","3,001","1,438","1,534","1,474","1,338","1,337","1,101",428,582,33,171,0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경강선,1503,삼동,0,0,866,69,"3,663",997,"12,602","1,932","14,977","2,361","8,044",961,"4,609",918,"3,091","1,317","3,066","1,435","2,662","1,603","2,003","2,297","2,038","2,393","2,142","3,948","3,192","5,292","2,968","8,044","1,367","8,534",976,"5,352",714,"5,051",454,"4,284",157,"2,124",6,50,0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경강선,1504,경기광주,0,0,"1,927",157,"13,886","2,039","38,181","5,153","41,729","11,229","21,356","5,455","14,755","4,377","12,047","4,934","11,323","5,882","10,070","7,085","8,589","8,085","8,270","10,383","9,506","13,836","11,712","18,852","10,737","30,939","5,802","30,419","3,835","19,150","3,140","17,097","2,150","12,623",823,"9,679",0,32,0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경강선,1505,초월,1,0,"1,262",137,"4,872",968,"12,846","3,999","14,195","6,288","8,328","1,994","5,188","1,895","4,651","1,820","4,350","2,196","3,889","2,582","3,440","3,176","3,341","3,646","4,345","4,733","5,439","6,116","5,645","10,237","2,673","8,986","1,736","7,984","1,263","5,331",675,"6,404",280,"4,705",3,1,1,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경강선,1506,곤지암,1,0,710,127,"2,339","1,325","7,049","5,225","7,247","8,623","5,294","5,649","3,545","4,560","3,714","3,396","3,654","3,497","4,445","3,057","4,233","2,993","4,419","3,373","6,190","4,159","8,435","4,867","7,790","6,078","3,708","6,561","2,098","3,825","1,448","4,318",715,"3,287",296,"2,629",3,3,0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경강선,1507,신둔도예촌,1,0,524,83,"1,978",431,"4,646","1,994","4,533","4,703","2,850","3,212","2,498","1,533","2,012","1,737","3,125","1,963","2,721","1,618","2,324","1,573","2,554","1,910","3,708","2,075","5,358","2,804","3,930","3,443","1,704","3,630","1,161","2,464","1,051","2,635",552,"2,274",184,"2,002",0,1,0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경강선,1508,이천,14,0,992,27,"3,208","1,190","8,100","5,711","8,216","8,788","6,286","4,890","5,604","3,572","4,779","4,360","4,522","3,935","4,916","4,262","4,569","4,428","4,758","5,041","5,968","5,521","6,549","7,205","8,228","8,548","4,413","8,111","3,546","6,407","3,149","4,094","1,758","5,580",583,"2,761",0,921,0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경강선,1509,부발,1,0,879,12,"2,484","1,422","5,666","5,378","5,522","6,557","3,920","2,007","3,406","1,738","3,008","1,779","3,277","1,830","2,829","2,013","2,723","2,147","3,595","2,449","4,583","3,255","6,034","4,085","6,997","4,296","2,750","5,225","2,350","3,886","1,707","3,441","1,196","3,255",452,"2,897",5,"1,501",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경강선,1510,세종대왕릉,1,0,191,22,407,87,"1,062",503,"1,136",601,749,538,730,579,661,883,553,694,628,446,649,719,739,780,698,661,753,656,689,687,332,"1,025",206,477,138,547,53,287,21,454,1,134,0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경강선,1511,여주,7,1,"1,354",12,"3,218",707,"6,514","3,054","5,861","5,963","4,656","8,910","4,236","4,679","4,412","5,622","4,993","5,410","5,256","4,147","6,079","4,131","7,241","4,001","9,392","5,497","8,615","4,728","5,771","5,262","3,970","7,529","2,801","5,464","2,049","3,076","1,306","3,154",307,"3,389",2,"1,263",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,5호선,2511,방화,1,0,"5,433",10,"12,994","3,641","35,276","6,900","30,251","17,899","17,345","9,694","13,829","6,974","13,782","7,011","14,193","8,030","13,134","9,269","11,404","9,659","12,019","11,563","14,760","13,861","13,248","16,066","13,203","22,189","6,856","23,870","4,785","15,931","4,088","14,673","2,827","15,171","1,119","9,913",212,"3,817",0,371,0,0,0,0,2019-06-03 10:56:25
2019-05,5호선,2512,개화산,2,1,"4,804",312,"8,742","5,580","26,803","8,207","22,982","20,540","13,419","8,400","9,472","6,122","8,825","6,187","9,342","6,975","9,680","7,160","7,942","7,747","8,145","8,515","9,661","10,069","13,564","11,886","18,643","17,375","9,032","17,920","5,652","11,348","4,113","11,148","3,821","10,526","1,107","6,259",171,"2,644",4,131,0,0,0,0,2019-06-03 10:56:25
2019-05,5호선,2513,김포공항,3,1,506,"3,153","2,645","10,261","8,405","15,773","9,998","18,180","9,649","14,238","8,702","12,709","10,726","14,331","11,208","16,242","13,912","17,150","16,841","15,604","18,523","14,206","18,264","15,388","23,606","16,883","32,302","16,669","22,070","11,441","18,094","5,989","17,196","3,594","13,991","2,374","4,753","1,238",371,443,1,2,0,0,0,0,2019-06-03 10:56:25
2019-05,5호선,2514,송정,16,0,"5,551","2,372","11,688","8,119","34,335","11,581","36,266","20,200","23,141","13,006","17,832","10,325","15,345","10,253","14,982","11,023","14,130","12,054","13,539","12,965","14,629","15,008","17,248","17,812","19,645","21,206","22,246","29,875","13,623","28,977","9,187","19,284","8,610","16,866","6,948","16,741","3,503","10,289",603,"3,020",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,5호선,2515,마곡,2,0,"2,407","1,928","7,908","10,851","28,269","9,865","26,008","25,816","13,909","11,378","9,979","6,307","8,811","5,398","8,561","6,200","8,729","7,580","8,600","7,696","9,576","8,542","14,519","9,985","20,836","11,795","20,345","18,217","9,656","17,392","6,596","10,439","5,143","9,824","4,118","10,156","1,847","6,368",284,"2,547",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,5호선,2516,발산,3,0,"4,201","3,207","10,777","18,486","32,459","33,507","33,771","100,929","20,076","55,972","18,299","28,336","20,830","28,657","25,340","29,725","28,928","29,308","30,757","27,141","36,253","25,492","44,902","28,574","62,456","34,411","79,929","51,687","42,473","44,062","33,448","23,279","33,260","18,555","25,927","16,800","10,931","9,971","1,432","3,666",0,1,0,0,0,0,2019-06-03 10:56:25
2019-05,5호선,2517,우장산,1,0,"7,687","1,089","25,377","5,866","70,023","22,583","70,753","31,685","40,109","17,237","29,642","14,558","27,564","14,705","29,123","17,702","27,642","21,558","23,825","24,175","25,941","27,366","31,763","31,841","30,040","38,819","25,675","59,266","16,047","55,804","12,175","33,626","10,921","30,427","8,793","32,012","3,175","20,798",370,"6,199",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,5호선,2518,화곡,157,0,"26,969","1,955","48,482","11,817","139,506","16,424","174,498","35,038","86,386","30,883","55,876","22,999","50,739","23,403","50,439","26,542","46,608","30,715","40,540","35,325","37,978","43,540","41,022","55,779","44,009","73,162","47,099","126,068","30,025","116,022","21,937","73,576","19,332","64,812","15,608","64,267","7,031","41,418",856,"11,944",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,5호선,2519,까치산,168,1,"27,226","1,524","49,522","12,435","154,373","14,254","182,173","24,498","93,161","22,646","57,238","21,341","48,833","22,970","49,461","27,143","46,258","32,061","38,742","37,194","35,209","48,371","37,428","60,554","38,879","75,330","39,057","127,401","26,772","120,896","20,084","79,579","16,853","74,140","13,692","68,656","6,862","44,524","1,073","13,670",1,549,0,0,0,0,2019-06-03 10:56:25
2019-05,5호선,2520,신정(은행정),27,2,"12,907",994,"25,093","4,595","72,283","10,574","89,434","14,600","41,832","9,243","23,028","7,188","18,847","7,357","18,566","8,944","17,414","10,503","14,221","11,672","12,654","14,617","14,612","18,525","15,869","24,246","18,578","38,685","11,298","35,529","7,388","23,976","6,314","22,342","5,913","21,789","2,047","15,251",286,"4,435",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,5호선,2521,목동,10,0,"8,998","1,426","24,908","8,390","75,063","20,119","89,097","34,391","46,360","27,222","33,170","20,234","30,657","17,765","29,703","21,043","29,188","26,664","25,969","28,729","25,879","33,310","29,343","40,131","32,466","53,513","38,072","94,900","21,971","78,536","17,897","45,292","18,233","42,753","20,572","41,771","7,042","25,823","1,044","8,622",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,5호선,2522,오목교(목동운동장앞),10,0,"5,570","2,070","18,889","10,502","60,064","26,899","69,063","83,273","40,497","62,256","30,468","37,859","30,841","37,128","33,956","39,374","36,913","44,292","37,215","42,389","40,762","43,503","47,176","50,440","54,808","61,172","82,547","93,150","47,627","70,621","48,972","37,278","36,612","32,628","31,867","32,518","11,716","20,232","1,629","6,259",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,5호선,2523,양평,6,0,"2,664",943,"7,039","3,506","24,909","8,928","28,201","39,156","12,777","14,774","8,795","6,584","7,723","6,052","8,118","6,028","8,758","6,805","7,835","6,658","8,413","7,583","8,702","8,914","12,743","11,459","32,329","20,809","11,472","17,065","7,237","10,119","5,883","10,151","4,380","10,074","1,898","6,500",272,"2,070",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,5호선,2524,영등포구청,1,0,"1,212",893,"2,600","2,202","8,924","5,270","11,601","21,432","5,719","10,824","4,257","5,412","4,633","4,427","4,537","4,366","5,482","5,326","5,086","5,060","5,429","4,975","6,512","5,464","8,559","6,317","17,557","11,472","7,672","7,252","4,545","4,475","4,359","4,122","3,434","3,787","1,552","2,346",334,606,0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,5호선,2525,영등포시장,4,0,"3,076","1,177","6,103","6,497","20,852","14,763","28,405","42,539","14,254","24,112","11,032","18,697","12,266","17,965","15,185","19,966","15,479","25,377","16,369","21,007","19,562","17,148","25,738","16,523","29,582","19,098","41,011","29,261","20,501","20,187","15,368","12,504","12,121","11,943","9,046","10,813","4,055","7,010",491,"1,788",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,5호선,2526,신길,17,0,"2,394",495,"3,358","3,232","11,027","5,534","17,232","16,733","6,809","7,279","4,062","3,069","3,774","3,108","4,307","3,321","4,397","3,971","3,536","3,895","3,713","3,987","5,328","5,091","7,334","8,808","12,740","14,380","5,154","9,299","3,180","6,854","3,262","7,052","2,273","7,781","1,258","4,926",216,"1,243",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,5호선,2527,여의도,11,0,"2,488","2,897","4,842","27,530","11,533","138,568","15,841","229,104","13,911","74,812","14,693","30,227","22,624","30,103","22,705","27,846","26,537","32,203","28,268","26,499","34,690","25,452","42,369","25,586","101,588","30,005","187,954","42,849","68,232","24,119","48,646","13,368","50,327","10,264","34,349","8,763","12,392","5,513","1,481","3,179",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,5호선,2528,여의나루,11,0,"1,684","1,889","3,038","14,775","6,728","38,086","10,598","63,457","7,381","23,479","8,122","19,230","9,350","19,203","11,752","25,518","13,080","36,201","19,747","43,144","26,986","47,406","35,636","48,689","54,836","52,379","78,165","59,177","62,863","41,813","60,529","23,390","68,771","12,825","54,794","7,182","21,548","3,909","1,481","1,349",87,0,30,0,0,0,2019-06-03 10:56:25
2019-05,5호선,2529,마포,12,0,"3,087","1,360","9,419","7,481","28,958","22,777","42,585","79,815","23,113","39,408","17,942","19,061","17,833","18,072","19,514","16,697","22,561","19,578","20,125","18,028","21,609","18,117","22,827","20,923","32,473","28,086","65,262","49,690","27,732","32,350","22,150","18,873","24,217","16,787","17,749","15,937","8,200","10,478","1,032","3,103",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,5호선,2530,공덕,11,1,"2,551",962,"6,260","8,499","22,471","34,204","34,990","98,223","17,105","43,186","14,160","18,976","16,722","18,330","19,440","17,094","21,014","18,730","20,943","16,718","21,237","17,415","27,649","19,778","39,999","27,446","79,273","49,759","31,135","29,958","22,528","16,939","23,214","15,023","19,992","14,629","9,003","9,383","1,312","2,577",1,1,0,0,0,0,2019-06-03 10:56:25
